                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
"FY2003 Data Effective - 29-JUN-04 Organization","Grant Number","PI Name","Project Title","NIH Department Combining Name","NIH Major Component Combining Name","Award","City","State","Zip Code","  "                                                                                                                                                                                                                                                                                                               
"VANDERBILT UNIVERSITY","5R01DA013699-03","Winder, Danny G","Regulation of LTP by Gi Linked Receptors","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 264,250","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","5R01DA013975-04","Galli, Aurelio A","Amphetamine Regulation of Dopamine Transport","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 264,250","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                
"VANDERBILT UNIVERSITY","5R01DA014290-03","Lipsey, Mark W","Meta-Analysis of Risk for Substance Use","NONE","ORGANIZED RESEARCH UNITS","$ 151,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","5R01DA014684-03","Galli, Aurelio A","Molecular mechanisms of stimulant abuse","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 325,125","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","5R01DC000523-10","Conture, Edward G","Linguistic Processes of Children Who Stutter","OTOLARYNGOLOGY","SCHOOLS OF MEDICINE","$ 240,468","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                           
"VANDERBILT UNIVERSITY","5R01DC003581-04","Yoder, Paul J","EARLY COMMUNICATION INTERVENTION IN AUTISTIC CHILDREN","MISCELLANEOUS","SCHOOLS OF EDUCATION","$ 467,582","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                      
"VANDERBILT UNIVERSITY","5R01DC004318-03","Hackett, Troy A","Functional Organization of the Auditory Cortex","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 264,250","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                      
"VANDERBILT UNIVERSITY","5R01DC004692-04","Zwiebel, Laurence J","MOLECULAR GENETICS OF OLFACTION IN ANOPHELINE MOSQUITOES","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 224,329","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                           
"VANDERBILT UNIVERSITY","5R01DK015555-31","Krantz, Sanford B","ERYTHROPOIETIN AND THE REGULATION OF ERYTHROPOIESIS","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 236,816","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","5R01DK032642-20","Ong, David E","Binding Proteins for Compounds with Vitamin A activity","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 307,663","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","5R01DK035592-17","Phillips, John A","GH Alternative Splicing:  Mechanisms and Disease","PEDIATRICS","SCHOOLS OF MEDICINE","$ 271,800","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                            
"VANDERBILT UNIVERSITY","5R01DK037097-18","Breyer, Matthew D","REGULATION OF NA+ OF ABSORPTION ON RENAL PGE2 RECEPTORS","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 278,927","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","5R01DK037868-17","Ichikawa, Lekuni ","IMMUNE AND NONIMMUNE BASES OF RENAL DISEASE","PEDIATRICS","SCHOOLS OF MEDICINE","$ 358,625","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                
"VANDERBILT UNIVERSITY","5R01DK038517-16","Takahashi, Takamune ","TYROSINE PHOSPHATASES IN ENDOTHELIAL GROWTH CONTROL","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 292,750","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","5R01DK042612-14","Magnuson, Mark A","Glucokinase Gene Expression in Pancreatic Beta Cell","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 302,002","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","5R01DK043405-13","Goldenring, James R","Cyclic AMP Mediation of Epithelial Cell Function","SURGERY","SCHOOLS OF MEDICINE","$ 305,775","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                            
"VANDERBILT UNIVERSITY","5R01DK043706-13","Cherrington, Alan D","REGULATION OF NET HEPATIC GLUCOSE UPTAKE IN VIVO","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 413,002","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","5R01DK043748-12","Mcguinness, Owen P","Nutrition, Infection and Hepatic Carbohydrate Metabolism","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 351,495","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                  
"VANDERBILT UNIVERSITY","5R01DK043879-11","Limbird, Lee E","MECHANISMS FOR GPCR TRAFFICKING IN POLARIZED CELLS","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 264,250","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","5R01DK046205-10","Breyer, Richard M","Functional Analysis of the Prostaglandin EP3 Receptor","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 288,789","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                      
"VANDERBILT UNIVERSITY","5R01DK048265-09","Schuening, Friedrich G","IDURONIDASE GENE TRANSFER INTO HEMATOPOIETIC CELLS","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 301,352","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","5R01DK048831-09","Morrow, Jason D","BIOCHEMISTRY AND PHARMACOLOGY OF D2/E2 ISOPROSTANES","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 181,162","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","5R01DK049563-07","Cook, Robert J","Loss of a Folate Enzyme: Nutrient and Metabolic Effects","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 226,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","5R01DK050203-08","Stein, Roland W","PDX-1,A TRANSCRIPTIONAL ACTIVATOR OF THE INSULIN GENE","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 339,750","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","5R01DK050277-09","Wasserman, David H","EXERCISE AND FUEL METABOLISM","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 340,883","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                              
"VANDERBILT UNIVERSITY","5R01DK050435-09","May, James M","ASCORBIC ACID FUNCTION AND METABOLISM","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 226,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                           
"VANDERBILT UNIVERSITY","5R01DK051265-07","Harris, Raymond C","HB-EGF AND RENAL INJURY","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 271,347","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","5R01DK051610-09","Strange, Kevin ","MOLECULAR PHYSIOLOGY OF VOLUME/MECHANOSENSITIVE CHANNELS","ANESTHESIOLOGY","SCHOOLS OF MEDICINE","$ 298,980","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","5R01DK052334-07","Beauchamp, Robert D","Surgical Studies of Intestinal Growth Control","SURGERY","SCHOOLS OF MEDICINE","$ 315,543","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                               
"VANDERBILT UNIVERSITY","5R01DK053434-06","Piston, David W","Dynamic of Pancreatic Islet Function","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 292,564","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","5R01DK054902-05","Wasserman, David H","INTEGRATED CONTROL OF MUSCLE GLUCOSE UPTAKE IN VIVO","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 215,773","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                       
"VANDERBILT UNIVERSITY","5R01DK054993-03","Polk, D Brent","REGULATION OF INTESTINAL EPITHELIAL CELL MIGRATION","PEDIATRICS","SCHOOLS OF MEDICINE","$ 221,970","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","5R01DK056008-05","Polk, D Brent","CYTOKINE REGULATION OF INTESTINAL EPITHELIAL RESTITUTION","PEDIATRICS","SCHOOLS OF MEDICINE","$ 219,483","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                       
"VANDERBILT UNIVERSITY","5R01DK056018-04","Hanks, Steven K","PATHOGENESIS OF FAMILIAL JUVENILE NEPHRONOPHTHISIS","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 232,540","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","5R01DK056129-06","Strauss, Arnold W","MITOCHONDRIAL SHORT CHAIN 3-OH-ACYL-COA DEHYDROGENASES","PEDIATRICS","SCHOOLS OF MEDICINE","$ 247,867","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","5R01DK056374-05","Obrien, Richard M","REGULATION OF GLUCOSE-6-PHOSPHATASE GENE EXPRESSION","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 316,230","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","5R01DK056942-03","Fogo, Agnes B","RESOLUTION OF GLOMERULOSCLEROSIS","PATHOLOGY","SCHOOLS OF MEDICINE","$ 305,775","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                                
"VANDERBILT UNIVERSITY","5R01DK058134-02","Moore, Mary E","Carbohydrate Metabolism in Late Pregnancy","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 311,439","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                      
"VANDERBILT UNIVERSITY","5R01DK058197-02","Richards, William O","Biomagnetic Signals of Intestinal Ischemia","SURGERY","SCHOOLS OF MEDICINE","$ 319,365","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                  
"VANDERBILT UNIVERSITY","5R01DK058277-03","Corbin, Jackie D","Molecular Mechanisms of PDE5 Regulation","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 322,763","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","5R01DK058382-02","Kesterson, Robert A","Transgenic analysis of CNS melanocortin receptors","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 320,875","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","5R01DK058587-03","Peek, Richard M","Helicobacter pylori and gastrointestinal biology","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 286,900","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","5R01DK058697-03","Bradshaw, Leonard A","BIOMAGNETIC CHARACTERIZATION OF GASTRIC DYSRHYTHMIAS","SURGERY","SCHOOLS OF MEDICINE","$ 208,380","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","5R01DK058763-03","Burk, Raymond F","HUMAN SELENIUM NUTRITIONAL REQUIREMENT AND BIOMARKERS","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 289,103","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","5R01DK058765-03","Aune, Thomas M","IDDM GENES AND INTERFERON GAMMA","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 215,175","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                               
"VANDERBILT UNIVERSITY","5R01DK059142-02","Kasper, Susan ","Developmental Biology of the Normal Mouse Prostate","SURGERY","SCHOOLS OF MEDICINE","$ 280,483","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                               
"VANDERBILT UNIVERSITY","5R01DK060047-02","Southardsmith, E Michelle","Genetic Complexity and Modifiers of Hirschsprung Disease","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 344,185","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                           
"VANDERBILT UNIVERSITY","5R01DK060667-02","Shiota, Masakazu ","Liver Glucose Flux in Obesity and Diabetes","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 243,016","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","5R01DK061168-03","Strange, Kevin ","C elegans cell cycle-dependent C1C-2 channel ortholog","ANESTHESIOLOGY","SCHOOLS OF MEDICINE","$ 288,788","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","5R01DK061558-02","Decaestecker, Mark P","Transcriptional Control of Renal Development by CITED1","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 315,543","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                  
"VANDERBILT UNIVERSITY","5R01DK061762-04","Strauss, Arnold W","ACUTE FATTY LIVER: GENETIC MATERNAL-FETAL INTERACTIONS","PEDIATRICS","SCHOOLS OF MEDICINE","$ 269,790","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","5R01DK062112-02","Dubois, Raymond N","Nuclear Hormone Receptors in Intestinal Biology","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 350,604","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                            
"VANDERBILT UNIVERSITY","5R01DK062524-03","Sundaramoorthy, Munirathinam ","Structure-Function of Type IV Collagen NC1 Domains","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 247,745","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","5R01DK063091-02","Lewis, Julia B","Treatment of Diabetic Nephropathy","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 306,398","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","5R01EB000461-03","Gore, John C","Integrated functional imaging of the human brain","RADIATION-DIAGNOSTIC/ONCOLOGY","SCHOOLS OF MEDICINE","$ 724,364","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","5R01ES002497-25","Burk, Raymond F","NUTRITIONAL AND METABOLIC SIGNIFICANCE OF SELENIUM","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 322,198","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                           
"VANDERBILT UNIVERSITY","5R01ES005509-13","Stone, Michael P","DNA ADDUCTS OF STYRENE AND OTHER VINYL MONOMERS","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 264,250","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","5R01ES006387-10","Valentine, William M","ADDUCT FORMATION IN THE TOXICITY OF DITHIOCARBAMATES","PATHOLOGY","SCHOOLS OF MEDICINE","$ 264,250","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","5R01ES010375-04","Guengerich, Frederick P","POLYMERASE INTERACTIONS WITH CARCINOGEN MODIFIED DNA","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 325,272","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                               
"VANDERBILT UNIVERSITY","5R01ES010546-03","Guengerich, Frederick P","BIOACTIVATION OF HALOGENATED HYDROCARBONS","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 385,852","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","5R01ES011331-02","Rizzo, Carmelo J","DNA Adducts of Lipid Peroxidation Products","CHEMISTRY","SCHOOLS OF ARTS AND SCIENCES","$ 264,250","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","5R01ES011811-03","Liebler, Daniel C","Proteomic Analysis of Alkylation Stress Responses","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 287,765","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","5R01ES011993-02","Weil, P Anthony","Proteomic Construction of Stress Regulated Networks","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 449,812","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","5R01EY006062-20","Hamm, Heidi E","Immunological studies of visual transduction pathways","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 377,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","5R01EY007533-17","Penn, John S","Retinopathy of prematurity: Understand its pathogenesis","OPHTHALMOLOGY","SCHOOLS OF MEDICINE","$ 377,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                      
"VANDERBILT UNIVERSITY","5R01EY007760-14","Blake, Randolph R","MECHANISMS OF PERCEPTUAL ORGANIZATION IN HUMAN VISION","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 226,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","5R01EY008890-13","Schall, Jeffrey D","SACCADE TARGET SELECTION--FRONTAL CORTEX","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 377,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                          
"VANDERBILT UNIVERSITY","5R01EY009743-10","Shieh, Bihhwa ","Molecular Genetics of Phototransduction","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 339,750","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","5R01EY010291-10","Hamm, Heidi E","G Protein Structure and Function","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 377,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                             
"VANDERBILT UNIVERSITY","5R01EY011500-08","Gurevich, Vsevolod V","Structure-function studies of visual arrestin","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 265,125","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","5R01EY012683-06","Mchaourab, Hassane S","MECHANISMS OF CHAPERONE FUNCTION IN THE LENS","PHYSIOLOGY","SCHOOLS OF MEDICINE","$ 207,077","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                            
"VANDERBILT UNIVERSITY","5R01EY013358-03","Blake, Randolph R","BINOCULAR RIVALRY IN HUMAN VISION","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 267,508","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","5R01EY013441-03","Gauthier, Isabel ","THE ROLE OF VISUAL EXPERTISE IN LETTER PERCEPTION","PSYCHOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 264,250","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","5R01EY013451-02","Haselton, Frederick R","Retinal blood barrier permeability using optical tracers","BIOMEDICAL ENGINEERING","BIOMED ENGR/COL ENGR/ENGR STA","$ 226,500","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","5R01GM033944-20","Osheroff, Neil ","FUNCTION AND BIOLOGY OF EUKARYOTIC DNA TOPOISOMERASES","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 332,200","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                      
"VANDERBILT UNIVERSITY","5R01GM037922-15","Capdevila, Jorge H","NADPH-DEPENDENT METABOLISM OF ARACHIDONIC ACID","INTERNAL MEDICINE/MEDICINE","SCHOOLS OF MEDICINE","$ 298,225","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                            
"VANDERBILT UNIVERSITY","5R01GM040120-16","Chazin, Walter J","STRUCTURAL BIOLOGY OF EF-HAND CALCIUM BINDING PROTEINS","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 271,800","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","5R01GM040437-15","Nanney, Lillian B","Epidermal Growth Factor Stimulates Wound Healing In Vivo","SURGERY","SCHOOLS OF MEDICINE","$ 360,135","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                      
"VANDERBILT UNIVERSITY","5R01GM042550-14","Boothby, Mark R","INTERLEUKIN 4 REGULATION OF LYMPHOCYTES","MICROBIOLOGY/IMMUN/VIROLOGY","SCHOOLS OF MEDICINE","$ 333,804","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                     
"VANDERBILT UNIVERSITY","5R01GM047485-12","Sanders, Charles R","Diacylglycerol Kinase: Structure, Folding, and Mechanism","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 328,275","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                
"VANDERBILT UNIVERSITY","5R01GM047728-11","Gould, Kathleen L","MECHANISMS OF EUKARYOTIC CELL CYCLE CONTROL","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 237,005","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                      
"VANDERBILT UNIVERSITY","5R01GM049882-09","Hanks, Steven K","Functional Studies of Focal Adhesion Kinase","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 302,000","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                        
"VANDERBILT UNIVERSITY","5R01GM051219-11","Wente, Susan R","Molecular Analysis of Nuclear Pore Complex Function","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 404,287","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","5R01GM051366-08","Wadzinski, Brian E","Structure and function of protein kinase/PP2A complexes","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 324,650","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                 
"VANDERBILT UNIVERSITY","5R01GM053638-07","Brash, Alan R","Novel Oxygenations of Arachidonic Acid","PHARMACOLOGY","SCHOOLS OF MEDICINE","$ 311,432","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                                       
"VANDERBILT UNIVERSITY","5R01GM053960-08","Osheroff, Neil ","DNA LESIONS AS ENDOGENOUS TOPOISOMERASE POISONS","BIOCHEMISTRY","SCHOOLS OF MEDICINE","$ 256,700","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                            
"VANDERBILT UNIVERSITY","5R01GM054544-07","Broadie, Kendal ","Genetic Analysis of Synapse Formation and Function","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 279,339","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                    
"VANDERBILT UNIVERSITY","5R01GM055101-06","Solnicakrezel, Lilianna ","Genetic Analysis of Convergent Extension in Zebrafish","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 298,179","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                         
"VANDERBILT UNIVERSITY","5R01GM055237-07","Egli, Martin ","STRUCTURE AND FUNCTION OF NUCLEIC ACID THERAPEUTICS","BIOLOGY","SCHOOLS OF ARTS AND SCIENCES","$ 232,540","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                                      
"VANDERBILT UNIVERSITY","5R01GM056238-07","Wright, Christopher V","Biological Roles of Nodal Related Genes in Embryogenesis","ANATOMY/CELL BIOLOGY","SCHOOLS OF MEDICINE","$ 309,550","Nashville","TENNESSEE","37203-6917","  "                                                                                                                                                                                                                                                                                     
